[2023-06-06 11:17:40,112] Register_01 - Step 01: Click Register link
[2023-06-08 12:32:23,209] Register_03 - Step 01: Click Register link
[2023-06-08 12:32:24,198] Register_03 - Step 02: Enter to firstName textbox
[2023-06-08 12:32:24,357] Register_03 - Step 03: Enter to LastName textbox
[2023-06-08 12:32:24,483] Register_03 - Step 04: Enter to Email textbox
[2023-06-08 12:32:24,649] Register_03 - Step 05: Enter to Password textbox
[2023-06-08 12:32:24,808] Register_03 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:32:24,945] Register_03 - Step 07: Enter to Register button
[2023-06-08 12:32:25,845] Register_03 - Step 08: Verify error message display
[2023-06-08 12:32:57,279] Register_04 - Step 01: Click Register link
[2023-06-08 12:32:58,861] Register_04 - Step 02: Enter to firstName textbox
[2023-06-08 12:32:58,988] Register_04 - Step 03: Enter to LastName textbox
[2023-06-08 12:32:59,115] Register_04 - Step 04: Enter to Email textbox
[2023-06-08 12:32:59,246] Register_04 - Step 05: Enter to Password textbox
[2023-06-08 12:32:59,361] Register_04 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:32:59,514] Register_04 - Step 07: Enter to Register button
[2023-06-08 12:33:00,446] Register_04 - Step 08: Verify error message display
[2023-06-08 12:33:31,268] Register_05 - Step 01: Click Register link
[2023-06-08 12:33:31,785] Register_05 - Step 02: Enter to firstName textbox
[2023-06-08 12:33:31,918] Register_05 - Step 03: Enter to LastName textbox
[2023-06-08 12:33:32,048] Register_05 - Step 04: Enter to Email textbox
[2023-06-08 12:33:32,192] Register_05 - Step 05: Enter to Password textbox
[2023-06-08 12:33:32,297] Register_05 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:33:32,453] Register_05 - Step 07: Enter to Register button
[2023-06-08 12:33:33,376] Register_05 - Step 08: Verify message display
[2023-06-08 12:33:34,069] Register_06 - Step 01: Click Login link
[2023-06-08 12:33:35,297] Register_06 - Step 02: Enter to Email textbox
[2023-06-08 12:33:35,462] Register_06 - Step 03: Enter to Password textbox
[2023-06-08 12:33:35,587] Register_06 - Step 04: Enter to Login button
[2023-06-08 12:33:36,466] Register_06 - Step 05: Enter to Login button
[2023-06-08 12:33:37,266] Register_06 - Step 06:Verify FirstName display: Phượng
[2023-06-08 12:33:37,376] Register_06 - Step 07: Verify error message display
[2023-06-08 12:36:31,555] Register_01 - Step 01: Click Register link
[2023-06-08 12:36:34,175] Register_01 - Step 02: Click Register button
[2023-06-08 12:36:34,525] Register_01 - Step 03: Verify error message First name display
[2023-06-08 12:36:34,625] Register_01 - Step 04: Verify error message Last name display
[2023-06-08 12:36:34,706] Register_01 - Step 05: Verify error message Email display
[2023-06-08 12:36:34,804] Register_01 - Step 05: Verify error message Password display
[2023-06-08 12:36:36,666] Register_02 - Step 01: Click Register link
[2023-06-08 12:36:38,487] Register_02 - Step 02: Enter to firstName textbox
[2023-06-08 12:36:38,639] Register_02 - Step 03: Enter to LastName textbox
[2023-06-08 12:36:38,788] Register_02 - Step 04: Enter to Email textbox
[2023-06-08 12:36:38,907] Register_02 - Step 05: Enter to Password textbox
[2023-06-08 12:36:39,025] Register_02 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:36:39,164] Register_02 - Step 07: Click Register button
[2023-06-08 12:36:39,478] Register_02 - Step 08: Verify error message display
[2023-06-08 12:36:40,756] Register_03 - Step 01: Click Register link
[2023-06-08 12:36:41,897] Register_03 - Step 02: Enter to firstName textbox
[2023-06-08 12:36:42,021] Register_03 - Step 03: Enter to LastName textbox
[2023-06-08 12:36:42,164] Register_03 - Step 04: Enter to Email textbox
[2023-06-08 12:36:42,340] Register_03 - Step 05: Enter to Password textbox
[2023-06-08 12:36:42,498] Register_03 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:36:42,622] Register_03 - Step 07: Enter to Register button
[2023-06-08 12:36:43,426] Register_03 - Step 08: Verify error message display
[2023-06-08 12:36:44,688] Register_04 - Step 01: Click Register link
[2023-06-08 12:36:45,909] Register_04 - Step 02: Enter to firstName textbox
[2023-06-08 12:36:46,055] Register_04 - Step 03: Enter to LastName textbox
[2023-06-08 12:36:46,207] Register_04 - Step 04: Enter to Email textbox
[2023-06-08 12:36:46,348] Register_04 - Step 05: Enter to Password textbox
[2023-06-08 12:36:46,478] Register_04 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:36:46,602] Register_04 - Step 07: Enter to Register button
[2023-06-08 12:36:47,408] Register_04 - Step 08: Verify error message display
[2023-06-08 12:36:48,436] Register_05 - Step 01: Click Register link
[2023-06-08 12:36:49,543] Register_05 - Step 02: Enter to firstName textbox
[2023-06-08 12:36:49,687] Register_05 - Step 03: Enter to LastName textbox
[2023-06-08 12:36:49,840] Register_05 - Step 04: Enter to Email textbox
[2023-06-08 12:36:50,000] Register_05 - Step 05: Enter to Password textbox
[2023-06-08 12:36:50,125] Register_05 - Step 06: Enter to Confirm Password textbox
[2023-06-08 12:36:50,248] Register_05 - Step 07: Enter to Register button
[2023-06-08 12:36:52,359] Register_05 - Step 08: Verify message display
[2023-06-08 12:36:53,694] Register_06 - Step 01: Click Login link
[2023-06-08 12:36:54,926] Register_06 - Step 02: Enter to Email textbox
[2023-06-08 12:36:55,064] Register_06 - Step 03: Enter to Password textbox
[2023-06-08 12:36:55,195] Register_06 - Step 04: Enter to Login button
[2023-06-08 12:36:56,043] Register_06 - Step 05: Enter to Login button
[2023-06-08 12:36:56,573] Register_06 - Step 06:Verify FirstName display: Phượng
[2023-06-08 12:36:56,672] Register_06 - Step 07: Verify error message display
[2023-06-08 13:25:31,202] Register_01 - Step 01: Click Register link
[2023-06-08 13:25:32,486] Register_01 - Step 02: Click Register button
[2023-06-08 13:25:32,871] Register_01 - Step 03: Verify error message First name display
[2023-06-08 13:25:32,977] Register_01 - Step 04: Verify error message Last name display
[2023-06-08 13:25:33,071] Register_01 - Step 05: Verify error message Email display
[2023-06-08 13:25:33,163] Register_01 - Step 05: Verify error message Password display
[2023-06-08 13:25:34,113] Register_02 - Step 01: Click Register link
[2023-06-08 13:25:34,693] Register_02 - Step 02: Enter to firstName textbox
[2023-06-08 13:25:35,610] Register_02 - Step 03: Enter to LastName textbox
[2023-06-08 13:25:35,781] Register_02 - Step 04: Enter to Email textbox
[2023-06-08 13:25:35,926] Register_02 - Step 05: Enter to Password textbox
[2023-06-08 13:25:36,060] Register_02 - Step 06: Enter to Confirm Password textbox
[2023-06-08 13:25:36,184] Register_02 - Step 07: Click Register button
[2023-06-08 13:25:36,534] Register_02 - Step 08: Verify error message display
[2023-06-08 13:25:37,211] Register_03 - Step 01: Click Register link
[2023-06-08 13:25:37,875] Register_03 - Step 02: Enter to firstName textbox
[2023-06-08 13:25:38,029] Register_03 - Step 03: Enter to LastName textbox
[2023-06-08 13:25:38,173] Register_03 - Step 04: Enter to Email textbox
[2023-06-08 13:25:38,328] Register_03 - Step 05: Enter to Password textbox
[2023-06-08 13:25:38,460] Register_03 - Step 06: Enter to Confirm Password textbox
[2023-06-08 13:25:38,619] Register_03 - Step 07: Enter to Register button
[2023-06-08 13:25:39,441] Register_03 - Step 08: Verify error message display
[2023-06-08 13:25:40,081] Register_04 - Step 01: Click Register link
[2023-06-08 13:25:40,538] Register_04 - Step 02: Enter to firstName textbox
[2023-06-08 13:25:40,707] Register_04 - Step 03: Enter to LastName textbox
[2023-06-08 13:25:40,861] Register_04 - Step 04: Enter to Email textbox
[2023-06-08 13:25:41,021] Register_04 - Step 05: Enter to Password textbox
[2023-06-08 13:25:41,165] Register_04 - Step 06: Enter to Confirm Password textbox
[2023-06-08 13:25:41,301] Register_04 - Step 07: Enter to Register button
[2023-06-08 13:25:42,110] Register_04 - Step 08: Verify error message display
[2023-06-08 13:25:42,681] Register_05 - Step 01: Click Register link
[2023-06-08 13:25:43,210] Register_05 - Step 02: Enter to firstName textbox
[2023-06-08 13:25:43,380] Register_05 - Step 03: Enter to LastName textbox
[2023-06-08 13:25:43,529] Register_05 - Step 04: Enter to Email textbox
[2023-06-08 13:25:43,716] Register_05 - Step 05: Enter to Password textbox
[2023-06-08 13:25:43,841] Register_05 - Step 06: Enter to Confirm Password textbox
[2023-06-08 13:25:43,963] Register_05 - Step 07: Enter to Register button
[2023-06-08 13:25:44,762] Register_05 - Step 08: Verify message display
[2023-06-08 13:25:45,302] Register_06 - Step 01: Click Login link
[2023-06-08 13:25:45,788] Register_06 - Step 02: Enter to Email textbox
[2023-06-08 13:25:45,957] Register_06 - Step 03: Enter to Password textbox
[2023-06-08 13:25:46,135] Register_06 - Step 04: Enter to Login button
[2023-06-08 13:25:46,909] Register_06 - Step 05: Enter to Login button
[2023-06-08 13:25:47,444] Register_06 - Step 06:Verify FirstName display: Phượng
[2023-06-08 13:25:47,556] Register_06 - Step 07: Verify error message display
